index_id,index_description,region_id,region_name,base_year,year,month,price_index,mon,yoy,aoa
0,รวมทุกรายการ,0,กรุงเทพมหานครและปริมณฑล,2015,2017,1,100.53,0.07,1.18,1.18
0,รวมทุกรายการ,0,กรุงเทพมหานครและปริมณฑล,2015,2017,2,100.53,0,1,1.09
0,รวมทุกรายการ,0,กรุงเทพมหานครและปริมณฑล,2015,2017,3,100.18,-0.35,0.49,0.88
0,รวมทุกรายการ,0,กรุงเทพมหานครและปริมณฑล,2015,2017,4,100.34,0.16,0.18,0.71
0,รวมทุกรายการ,0,กรุงเทพมหานครและปริมณฑล,2015,2017,5,100.48,0.14,-0.04,0.56
0,รวมทุกรายการ,0,กรุงเทพมหานครและปริมณฑล,2015,2017,6,100.5,0.02,0.01,0.47
0,รวมทุกรายการ,0,กรุงเทพมหานครและปริมณฑล,2015,2017,7,100.35,-0.15,0.12,0.42
0,รวมทุกรายการ,0,กรุงเทพมหานครและปริมณฑล,2015,2017,8,100.47,0.12,0.22,0.39
0,รวมทุกรายการ,0,กรุงเทพมหานครและปริมณฑล,2015,2017,9,101,0.53,0.75,0.44
0,รวมทุกรายการ,0,กรุงเทพมหานครและปริมณฑล,2015,2017,10,101.13,0.13,0.72,0.46
0,รวมทุกรายการ,0,กรุงเทพมหานครและปริมณฑล,2015,2017,11,101.17,0.04,0.8,0.5
0,รวมทุกรายการ,0,กรุงเทพมหานครและปริมณฑล,2015,2017,12,101.1,-0.07,0.64,0.51
0,รวมทุกรายการ,0,กรุงเทพมหานครและปริมณฑล,2015,2018,1,101.2,0.1,0.67,0.67
0,รวมทุกรายการ,0,กรุงเทพมหานครและปริมณฑล,2015,2018,2,101.08,-0.12,0.55,0.61
0,รวมทุกรายการ,0,กรุงเทพมหานครและปริมณฑล,2015,2018,3,101,-0.08,0.82,0.68
0,รวมทุกรายการ,0,กรุงเทพมหานครและปริมณฑล,2015,2018,4,101.48,0.48,1.14,0.79
0,รวมทุกรายการ,0,กรุงเทพมหานครและปริมณฑล,2015,2018,5,102.02,0.53,1.53,0.95
0,รวมทุกรายการ,0,กรุงเทพมหานครและปริมณฑล,2015,2018,6,101.9,-0.12,1.39,1.02
0,รวมทุกรายการ,0,กรุงเทพมหานครและปริมณฑล,2015,2018,7,101.83,-0.07,1.47,1.08
0,รวมทุกรายการ,0,กรุงเทพมหานครและปริมณฑล,2015,2018,8,102.13,0.29,1.65,1.16
0,รวมทุกรายการ,0,กรุงเทพมหานครและปริมณฑล,2015,2018,9,102.49,0.35,1.48,1.18
0,รวมทุกรายการ,0,กรุงเทพมหานครและปริมณฑล,2015,2018,10,102.5,0.01,1.35,1.2
0,รวมทุกรายการ,0,กรุงเทพมหานครและปริมณฑล,2015,2018,11,102.32,-0.18,1.14,1.19
0,รวมทุกรายการ,0,กรุงเทพมหานครและปริมณฑล,2015,2018,12,101.76,-0.55,0.65,1.15
0,รวมทุกรายการ,0,กรุงเทพมหานครและปริมณฑล,2015,2019,1,101.83,0.07,0.62,0.62
0,รวมทุกรายการ,0,กรุงเทพมหานครและปริมณฑล,2015,2019,2,102.04,0.21,0.95,0.79
0,รวมทุกรายการ,0,กรุงเทพมหานครและปริมณฑล,2015,2019,3,102.39,0.34,1.38,0.99
0,รวมทุกรายการ,0,กรุงเทพมหานครและปริมณฑล,2015,2019,4,102.79,0.39,1.29,1.06
0,รวมทุกรายการ,0,กรุงเทพมหานครและปริมณฑล,2015,2019,5,103.32,0.52,1.27,1.1
0,รวมทุกรายการ,0,กรุงเทพมหานครและปริมณฑล,2015,2019,6,103.1,-0.21,1.18,1.11
0,รวมทุกรายการ,0,กรุงเทพมหานครและปริมณฑล,2015,2019,7,103.16,0.06,1.31,1.14
0,รวมทุกรายการ,0,กรุงเทพมหานครและปริมณฑล,2015,2019,8,102.92,-0.23,0.77,1.09
0,รวมทุกรายการ,0,กรุงเทพมหานครและปริมณฑล,2015,2019,9,102.92,0,0.42,1.02
